"subject id"	"activity"	"variable"	"mean value"
9	"STANDING"	"tBodyGyroJerk-std()-Z"	-0.532539383777778
9	"STANDING"	"tBodyAccMag-mean()"	-0.199483666871111
9	"STANDING"	"tBodyAccMag-std()"	-0.308316592888889
9	"STANDING"	"tGravityAccMag-mean()"	-0.199483666871111
9	"STANDING"	"tGravityAccMag-std()"	-0.308316592888889
9	"STANDING"	"tBodyAccJerkMag-mean()"	-0.340577766066667
9	"STANDING"	"tBodyAccJerkMag-std()"	-0.324793673853333
9	"STANDING"	"tBodyGyroMag-mean()"	-0.301393348364444
9	"STANDING"	"tBodyGyroMag-std()"	-0.432163902333333
9	"STANDING"	"tBodyGyroJerkMag-mean()"	-0.580208098666667
9	"STANDING"	"tBodyGyroJerkMag-std()"	-0.638544184
9	"STANDING"	"fBodyAcc-mean()-X"	-0.266122330755556
9	"STANDING"	"fBodyAcc-mean()-Y"	-0.255417105875556
9	"STANDING"	"fBodyAcc-mean()-Z"	-0.371847282711111
9	"STANDING"	"fBodyAcc-std()-X"	-0.248060972377778
9	"STANDING"	"fBodyAcc-std()-Y"	-0.316090257071111
9	"STANDING"	"fBodyAcc-std()-Z"	-0.339901694471111
9	"STANDING"	"fBodyAcc-meanFreq()-X"	-0.335450767735556
9	"STANDING"	"fBodyAcc-meanFreq()-Y"	0.0242865386866667
9	"STANDING"	"fBodyAcc-meanFreq()-Z"	0.0532146932
9	"STANDING"	"fBodyAccJerk-mean()-X"	-0.328173093488889
9	"STANDING"	"fBodyAccJerk-mean()-Y"	-0.366396984088889
9	"STANDING"	"fBodyAccJerk-mean()-Z"	-0.499368724933333
9	"STANDING"	"fBodyAccJerk-std()-X"	-0.331546220755556
9	"STANDING"	"fBodyAccJerk-std()-Y"	-0.350709568902222
9	"STANDING"	"fBodyAccJerk-std()-Z"	-0.595037512
9	"STANDING"	"fBodyAccJerk-meanFreq()-X"	-0.231379748911111
9	"STANDING"	"fBodyAccJerk-meanFreq()-Y"	-0.303336349711111
9	"STANDING"	"fBodyAccJerk-meanFreq()-Z"	-0.144243579231111
9	"STANDING"	"fBodyGyro-mean()-X"	-0.394890827282222
9	"STANDING"	"fBodyGyro-mean()-Y"	-0.485129794888889
9	"STANDING"	"fBodyGyro-mean()-Z"	-0.358342080711111
9	"STANDING"	"fBodyGyro-std()-X"	-0.543634088577778
9	"STANDING"	"fBodyGyro-std()-Y"	-0.402064321397778
9	"STANDING"	"fBodyGyro-std()-Z"	-0.404528832844444
9	"STANDING"	"fBodyGyro-meanFreq()-X"	-0.0488439185333333
9	"STANDING"	"fBodyGyro-meanFreq()-Y"	-0.203649128511111
9	"STANDING"	"fBodyGyro-meanFreq()-Z"	-0.10742630534
9	"STANDING"	"fBodyAccMag-mean()"	-0.2791214546
9	"STANDING"	"fBodyAccMag-std()"	-0.434859103786667
9	"STANDING"	"fBodyAccMag-meanFreq()"	0.0668291058511111
9	"STANDING"	"fBodyBodyAccJerkMag-mean()"	-0.302704418022222
9	"STANDING"	"fBodyBodyAccJerkMag-std()"	-0.360005200822222
9	"STANDING"	"fBodyBodyAccJerkMag-meanFreq()"	0.06020513312
9	"STANDING"	"fBodyBodyGyroMag-mean()"	-0.497009260444444
9	"STANDING"	"fBodyBodyGyroMag-std()"	-0.487824779288889
9	"STANDING"	"fBodyBodyGyroMag-meanFreq()"	-0.0286819438471111
9	"STANDING"	"fBodyBodyGyroJerkMag-mean()"	-0.643442871555556
9	"STANDING"	"fBodyBodyGyroJerkMag-std()"	-0.658158156
9	"STANDING"	"fBodyBodyGyroJerkMag-meanFreq()"	0.0908649694444444
9	"WALKING"	"tBodyAcc-mean()-X"	0.256828706153846
9	"WALKING"	"tBodyAcc-mean()-Y"	-0.0147889501923077
9	"WALKING"	"tBodyAcc-mean()-Z"	-0.120109742903846
9	"WALKING"	"tBodyAcc-std()-X"	-0.616473306615385
9	"WALKING"	"tBodyAcc-std()-Y"	-0.477281602153846
9	"WALKING"	"tBodyAcc-std()-Z"	-0.615722136038461
9	"WALKING"	"tGravityAcc-mean()-X"	0.742129442307692
9	"WALKING"	"tGravityAcc-mean()-Y"	-0.0216848770490385
9	"WALKING"	"tGravityAcc-mean()-Z"	0.0469123513596154
9	"WALKING"	"tGravityAcc-std()-X"	-0.926348130961538
9	"WALKING"	"tGravityAcc-std()-Y"	-0.941745233846154
9	"WALKING"	"tGravityAcc-std()-Z"	-0.911163208653846
9	"WALKING"	"tBodyAccJerk-mean()-X"	0.0986215682596154
9	"WALKING"	"tBodyAccJerk-mean()-Y"	0.0139160285132692
9	"WALKING"	"tBodyAccJerk-mean()-Z"	-0.0103127452125
9	"WALKING"	"tBodyAccJerk-std()-X"	-0.609182991557692
9	"WALKING"	"tBodyAccJerk-std()-Y"	-0.581069816238462
9	"WALKING"	"tBodyAccJerk-std()-Z"	-0.759890060711538
9	"WALKING"	"tBodyGyro-mean()-X"	-0.0148693069557692
9	"WALKING"	"tBodyGyro-mean()-Y"	-0.0644107415192308
9	"WALKING"	"tBodyGyro-mean()-Z"	0.0215575695769231
9	"WALKING"	"tBodyGyro-std()-X"	-0.727030074615385
9	"WALKING"	"tBodyGyro-std()-Y"	-0.677456986384615
9	"WALKING"	"tBodyGyro-std()-Z"	-0.674832252730769
9	"WALKING"	"tBodyGyroJerk-mean()-X"	-0.0950801796903846
9	"WALKING"	"tBodyGyroJerk-mean()-Y"	-0.0344752715769231
9	"WALKING"	"tBodyGyroJerk-mean()-Z"	-0.0336802362384615
9	"WALKING"	"tBodyGyroJerk-std()-X"	-0.654893481653846
9	"WALKING"	"tBodyGyroJerk-std()-Y"	-0.722315318153846
9	"WALKING"	"tBodyGyroJerk-std()-Z"	-0.680845753628846
9	"WALKING"	"tBodyAccMag-mean()"	-0.543205153153846
9	"WALKING"	"tBodyAccMag-std()"	-0.561068213942308
9	"WALKING"	"tGravityAccMag-mean()"	-0.543205153153846
9	"WALKING"	"tGravityAccMag-std()"	-0.561068213942308
9	"WALKING"	"tBodyAccJerkMag-mean()"	-0.633848678384615
9	"WALKING"	"tBodyAccJerkMag-std()"	-0.572672757288462
9	"WALKING"	"tBodyGyroMag-mean()"	-0.602642344384615
9	"WALKING"	"tBodyGyroMag-std()"	-0.675830065115385
9	"WALKING"	"tBodyGyroJerkMag-mean()"	-0.707560829903846
9	"WALKING"	"tBodyGyroJerkMag-std()"	-0.697889355480769
9	"WALKING"	"fBodyAcc-mean()-X"	-0.600224711846154
9	"WALKING"	"fBodyAcc-mean()-Y"	-0.511051430115385
9	"WALKING"	"fBodyAcc-mean()-Z"	-0.663862249288461
9	"WALKING"	"fBodyAcc-std()-X"	-0.624697296159615
9	"WALKING"	"fBodyAcc-std()-Y"	-0.493612295634615
9	"WALKING"	"fBodyAcc-std()-Z"	-0.622590059432692
9	"WALKING"	"fBodyAcc-meanFreq()-X"	-0.181002669409615
9	"WALKING"	"fBodyAcc-meanFreq()-Y"	-0.00880175118269231
9	"WALKING"	"fBodyAcc-meanFreq()-Z"	0.0419401559307692
9	"WALKING"	"fBodyAccJerk-mean()-X"	-0.628183664115385
9	"WALKING"	"fBodyAccJerk-mean()-Y"	-0.613592694028846
9	"WALKING"	"fBodyAccJerk-mean()-Z"	-0.743013544230769
9	"WALKING"	"fBodyAccJerk-std()-X"	-0.624666877325
9	"WALKING"	"fBodyAccJerk-std()-Y"	-0.574170589605769
9	"WALKING"	"fBodyAccJerk-std()-Z"	-0.775444143134615
9	"WALKING"	"fBodyAccJerk-meanFreq()-X"	-0.0396900003807692
9	"WALKING"	"fBodyAccJerk-meanFreq()-Y"	-0.260482626976923
9	"WALKING"	"fBodyAccJerk-meanFreq()-Z"	-0.136411522167115
9	"WALKING"	"fBodyGyro-mean()-X"	-0.641170630365385
9	"WALKING"	"fBodyGyro-mean()-Y"	-0.681427483326923
9	"WALKING"	"fBodyGyro-mean()-Z"	-0.642797646442308
9	"WALKING"	"fBodyGyro-std()-X"	-0.756727200192308
9	"WALKING"	"fBodyGyro-std()-Y"	-0.678563524423077
9	"WALKING"	"fBodyGyro-std()-Z"	-0.720747299461538
9	"WALKING"	"fBodyGyro-meanFreq()-X"	-0.0471448235930769
9	"WALKING"	"fBodyGyro-meanFreq()-Y"	-0.0666560097596154
9	"WALKING"	"fBodyGyro-meanFreq()-Z"	0.00632083216538462
9	"WALKING"	"fBodyAccMag-mean()"	-0.564937627384615
9	"WALKING"	"fBodyAccMag-std()"	-0.629677838903846
9	"WALKING"	"fBodyAccMag-meanFreq()"	0.0638402999134615
9	"WALKING"	"fBodyBodyAccJerkMag-mean()"	-0.570451054288462
9	"WALKING"	"fBodyBodyAccJerkMag-std()"	-0.577983754694231
9	"WALKING"	"fBodyBodyAccJerkMag-meanFreq()"	0.0792866155961539
9	"WALKING"	"fBodyBodyGyroMag-mean()"	-0.676974621980769
9	"WALKING"	"fBodyBodyGyroMag-std()"	-0.735705615
9	"WALKING"	"fBodyBodyGyroMag-meanFreq()"	0.077932942575
9	"WALKING"	"fBodyBodyGyroJerkMag-mean()"	-0.701827894615385
9	"WALKING"	"fBodyBodyGyroJerkMag-std()"	-0.714364777853846
9	"WALKING"	"fBodyBodyGyroJerkMag-meanFreq()"	0.0992395891538461
9	"WALKING_DOWNSTAIRS"	"tBodyAcc-mean()-X"	0.282311723809524
9	"WALKING_DOWNSTAIRS"	"tBodyAcc-mean()-Y"	-0.0186149035238095
9	"WALKING_DOWNSTAIRS"	"tBodyAcc-mean()-Z"	-0.105096111238095
9	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-X"	-0.566736112452381
9	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.503947890539762
9	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.684167961238095
9	"WALKING_DOWNSTAIRS"	"tGravityAcc-mean()-X"	0.567945720952381
9	"WALKING_DOWNSTAIRS"	"tGravityAcc-mean()-Y"	0.0199564545238095
9	"WALKING_DOWNSTAIRS"	"tGravityAcc-mean()-Z"	0.142038797714286
9	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-X"	-0.970364775714286
9	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Y"	-0.966869267380952
9	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Z"	-0.95750670047619
9	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-mean()-X"	0.0828653863095238
9	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-mean()-Y"	-0.0358623829145238
9	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-mean()-Z"	-0.024931111247381
9	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-X"	-0.616884493404762
9	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Y"	-0.610018886880952
9	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Z"	-0.782045473142857
9	"WALKING_DOWNSTAIRS"	"tBodyGyro-mean()-X"	0.0338452507095238
9	"WALKING_DOWNSTAIRS"	"tBodyGyro-mean()-Y"	-0.113443336071429
9	"WALKING_DOWNSTAIRS"	"tBodyGyro-mean()-Z"	0.07065844115
9	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-X"	-0.702877241547619
9	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Y"	-0.740581063571429
9	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Z"	-0.666772671914286
9	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-mean()-X"	-0.0965506656904762
9	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-mean()-Y"	-0.0330330648214286
9	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-mean()-Z"	-0.056096371952381
9	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-X"	-0.705558981166667
9	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.828669308809524
9	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.744703479904762
9	"WALKING_DOWNSTAIRS"	"tBodyAccMag-mean()"	-0.535681536261905
9	"WALKING_DOWNSTAIRS"	"tBodyAccMag-std()"	-0.589191259578571
9	"WALKING_DOWNSTAIRS"	"tGravityAccMag-mean()"	-0.535681536261905
9	"WALKING_DOWNSTAIRS"	"tGravityAccMag-std()"	-0.589191259578571
9	"WALKING_DOWNSTAIRS"	"tBodyAccJerkMag-mean()"	-0.642067205190476
9	"WALKING_DOWNSTAIRS"	"tBodyAccJerkMag-std()"	-0.629910129619048
9	"WALKING_DOWNSTAIRS"	"tBodyGyroMag-mean()"	-0.623083132619048
9	"WALKING_DOWNSTAIRS"	"tBodyGyroMag-std()"	-0.677731441214286
9	"WALKING_DOWNSTAIRS"	"tBodyGyroJerkMag-mean()"	-0.780349988095238
9	"WALKING_DOWNSTAIRS"	"tBodyGyroJerkMag-std()"	-0.805278810714286
9	"WALKING_DOWNSTAIRS"	"fBodyAcc-mean()-X"	-0.607923531080952
9	"WALKING_DOWNSTAIRS"	"fBodyAcc-mean()-Y"	-0.546491442233333
9	"WALKING_DOWNSTAIRS"	"fBodyAcc-mean()-Z"	-0.707769362095238
9	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-X"	-0.552797935388095
9	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Y"	-0.51381341697619
9	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Z"	-0.697233063809524
9	"WALKING_DOWNSTAIRS"	"fBodyAcc-meanFreq()-X"	-0.240976994735714
9	"WALKING_DOWNSTAIRS"	"fBodyAcc-meanFreq()-Y"	-0.000274452050000001
9	"WALKING_DOWNSTAIRS"	"fBodyAcc-meanFreq()-Z"	0.0682685830071428
9	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-mean()-X"	-0.650337987044286
9	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-mean()-Y"	-0.639106359119048
9	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-mean()-Z"	-0.763431737595238
9	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-X"	-0.617245143380952
9	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Y"	-0.604814295142857
9	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Z"	-0.799449454404762
9	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-meanFreq()-X"	-0.0579264956190476
9	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-meanFreq()-Y"	-0.206852382647619
9	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-meanFreq()-Z"	-0.0783328673857143
9	"WALKING_DOWNSTAIRS"	"fBodyGyro-mean()-X"	-0.651776551738095
9	"WALKING_DOWNSTAIRS"	"fBodyGyro-mean()-Y"	-0.751820303809524
9	"WALKING_DOWNSTAIRS"	"fBodyGyro-mean()-Z"	-0.661301132047619
9	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-X"	-0.720679677404762
9	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-Y"	-0.736552482619048
9	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-Z"	-0.700795438690476
9	"WALKING_DOWNSTAIRS"	"fBodyGyro-meanFreq()-X"	-0.10046435161881
9	"WALKING_DOWNSTAIRS"	"fBodyGyro-meanFreq()-Y"	-0.216771012816667
9	"WALKING_DOWNSTAIRS"	"fBodyGyro-meanFreq()-Z"	-0.0582517398809524
9	"WALKING_DOWNSTAIRS"	"fBodyAccMag-mean()"	-0.585008014969048
9	"WALKING_DOWNSTAIRS"	"fBodyAccMag-std()"	-0.656250757238095
9	"WALKING_DOWNSTAIRS"	"fBodyAccMag-meanFreq()"	0.0491152921142857
9	"WALKING_DOWNSTAIRS"	"fBodyBodyAccJerkMag-mean()"	-0.633739589928571
9	"WALKING_DOWNSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.629982178333333
9	"WALKING_DOWNSTAIRS"	"fBodyBodyAccJerkMag-meanFreq()"	0.182835924092857
9	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroMag-mean()"	-0.721833622833333
9	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroMag-std()"	-0.704791191428571
9	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroMag-meanFreq()"	-0.0871229259357143
9	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroJerkMag-mean()"	-0.803553565
9	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.821981296666667
9	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroJerkMag-meanFreq()"	0.100038111571429
9	"WALKING_UPSTAIRS"	"tBodyAcc-mean()-X"	0.268684216734694
9	"WALKING_UPSTAIRS"	"tBodyAcc-mean()-Y"	-0.0211890949714286
9	"WALKING_UPSTAIRS"	"tBodyAcc-mean()-Z"	-0.100471890428571
9	"WALKING_UPSTAIRS"	"tBodyAcc-std()-X"	-0.699420985918367
9	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.522400213314286
9	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.513951409317143
9	"WALKING_UPSTAIRS"	"tGravityAcc-mean()-X"	0.622779758571429
9	"WALKING_UPSTAIRS"	"tGravityAcc-mean()-Y"	-0.032032935122449
9	"WALKING_UPSTAIRS"	"tGravityAcc-mean()-Z"	0.0604284607346939
9	"WALKING_UPSTAIRS"	"tGravityAcc-std()-X"	-0.941655808163265
9	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Y"	-0.947725109183673
9	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Z"	-0.927392464591837
9	"WALKING_UPSTAIRS"	"tBodyAccJerk-mean()-X"	0.0818035083285714
9	"WALKING_UPSTAIRS"	"tBodyAccJerk-mean()-Y"	-0.00737373545714286
9	"WALKING_UPSTAIRS"	"tBodyAccJerk-mean()-Z"	-0.0347508496222449
9	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-X"	-0.746736009428571
9	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Y"	-0.695512908142857
9	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Z"	-0.778993894285714
9	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	0.0119036279122449
9	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-Y"	-0.115918458859184
9	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-Z"	0.0298782192571429
9	"WALKING_UPSTAIRS"	"tBodyGyro-std()-X"	-0.790283127142857
9	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Y"	-0.572067635632653
9	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Z"	-0.573770482653061
9	"WALKING_UPSTAIRS"	"tBodyGyroJerk-mean()-X"	-0.099725859622449
9	"WALKING_UPSTAIRS"	"tBodyGyroJerk-mean()-Y"	-0.0421061589693878
9	"WALKING_UPSTAIRS"	"tBodyGyroJerk-mean()-Z"	-0.0312810256306122
9	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-X"	-0.822553001020408
9	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.803789819795918
9	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.784013455510204
9	"WALKING_UPSTAIRS"	"tBodyAccMag-mean()"	-0.578253780714286
9	"WALKING_UPSTAIRS"	"tBodyAccMag-std()"	-0.646304520183673
9	"WALKING_UPSTAIRS"	"tGravityAccMag-mean()"	-0.578253780714286
9	"WALKING_UPSTAIRS"	"tGravityAccMag-std()"	-0.646304520183673
9	"WALKING_UPSTAIRS"	"tBodyAccJerkMag-mean()"	-0.718060048428571
9	"WALKING_UPSTAIRS"	"tBodyAccJerkMag-std()"	-0.739735557346939
9	"WALKING_UPSTAIRS"	"tBodyGyroMag-mean()"	-0.564992730612245
9	"WALKING_UPSTAIRS"	"tBodyGyroMag-std()"	-0.616922213061225
9	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-mean()"	-0.795602148979592
9	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-std()"	-0.831845628571429
9	"WALKING_UPSTAIRS"	"fBodyAcc-mean()-X"	-0.719623097673469
9	"WALKING_UPSTAIRS"	"fBodyAcc-mean()-Y"	-0.597460365877551
9	"WALKING_UPSTAIRS"	"fBodyAcc-mean()-Z"	-0.639425489244898
9	"WALKING_UPSTAIRS"	"fBodyAcc-std()-X"	-0.692446977979592
9	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Y"	-0.517328572420408
9	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Z"	-0.490400590387755
9	"WALKING_UPSTAIRS"	"fBodyAcc-meanFreq()-X"	-0.237218073673469
9	"WALKING_UPSTAIRS"	"fBodyAcc-meanFreq()-Y"	-0.0911552474081633
9	"WALKING_UPSTAIRS"	"fBodyAcc-meanFreq()-Z"	0.00194696942857143
9	"WALKING_UPSTAIRS"	"fBodyAccJerk-mean()-X"	-0.759160300816327
9	"WALKING_UPSTAIRS"	"fBodyAccJerk-mean()-Y"	-0.706713385816326
9	"WALKING_UPSTAIRS"	"fBodyAccJerk-mean()-Z"	-0.761566107346939
9	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-X"	-0.75631464244898
9	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Y"	-0.704499666967347
9	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Z"	-0.794821744285714
9	"WALKING_UPSTAIRS"	"fBodyAccJerk-meanFreq()-X"	-0.0902307163897959
9	"WALKING_UPSTAIRS"	"fBodyAccJerk-meanFreq()-Y"	-0.261841409828571
9	"WALKING_UPSTAIRS"	"fBodyAccJerk-meanFreq()-Z"	-0.148759197897959
9	"WALKING_UPSTAIRS"	"fBodyGyro-mean()-X"	-0.758671228367347
9	"WALKING_UPSTAIRS"	"fBodyGyro-mean()-Y"	-0.670560136204082
9	"WALKING_UPSTAIRS"	"fBodyGyro-mean()-Z"	-0.637569106734694
9	"WALKING_UPSTAIRS"	"fBodyGyro-std()-X"	-0.80129093
9	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Y"	-0.52548049227551
9	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Z"	-0.595163081428571
9	"WALKING_UPSTAIRS"	"fBodyGyro-meanFreq()-X"	-0.115208207489796
9	"WALKING_UPSTAIRS"	"fBodyGyro-meanFreq()-Y"	-0.236188439416327
9	"WALKING_UPSTAIRS"	"fBodyGyro-meanFreq()-Z"	-0.115650513795918
9	"WALKING_UPSTAIRS"	"fBodyAccMag-mean()"	-0.668313971659184
9	"WALKING_UPSTAIRS"	"fBodyAccMag-std()"	-0.690544339326531
9	"WALKING_UPSTAIRS"	"fBodyAccMag-meanFreq()"	0.0457990570734694
9	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-mean()"	-0.729574900122449
9	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.755944602244898
9	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-meanFreq()"	0.239348352620408
9	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-mean()"	-0.688485070816326
9	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-std()"	-0.636625622326531
9	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-meanFreq()"	-0.0693166222653061
9	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-mean()"	-0.829395009387755
9	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.847607458163265
9	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-meanFreq()"	0.109622643808163
10	"LAYING"	"tBodyAcc-mean()-X"	0.272394079137931
10	"LAYING"	"tBodyAcc-mean()-Y"	-0.0201096118448276
10	"LAYING"	"tBodyAcc-mean()-Z"	-0.106277963310345
10	"LAYING"	"tBodyAcc-std()-X"	-0.330166001725862
10	"LAYING"	"tBodyAcc-std()-Y"	-0.180096649215517
10	"LAYING"	"tBodyAcc-std()-Z"	-0.492394674603448
10	"LAYING"	"tGravityAcc-mean()-X"	0.934453698103448
10	"LAYING"	"tGravityAcc-mean()-Y"	-0.239813508465517
10	"LAYING"	"tGravityAcc-mean()-Z"	-0.0282516259948276
10	"LAYING"	"tGravityAcc-std()-X"	-0.968137883448276
10	"LAYING"	"tGravityAcc-std()-Y"	-0.953960441724138
10	"LAYING"	"tGravityAcc-std()-Z"	-0.94678914362069
10	"LAYING"	"tBodyAccJerk-mean()-X"	0.110102794596552
10	"LAYING"	"tBodyAccJerk-mean()-Y"	-0.0269276909068966
10	"LAYING"	"tBodyAccJerk-mean()-Z"	0.00298655728103448
10	"LAYING"	"tBodyAccJerk-std()-X"	-0.371694905068966
10	"LAYING"	"tBodyAccJerk-std()-Y"	-0.295939699051724
10	"LAYING"	"tBodyAccJerk-std()-Z"	-0.700537748517241
10	"LAYING"	"tBodyGyro-mean()-X"	-0.0915985796034483
10	"LAYING"	"tBodyGyro-mean()-Y"	-0.0495091588948276
10	"LAYING"	"tBodyGyro-mean()-Z"	0.0849873823551724
10	"LAYING"	"tBodyGyro-std()-X"	-0.523072429689655
10	"LAYING"	"tBodyGyro-std()-Y"	-0.52125491
10	"LAYING"	"tBodyGyro-std()-Z"	-0.520804091724138
10	"LAYING"	"tBodyGyroJerk-mean()-X"	-0.0758356086344828
10	"LAYING"	"tBodyGyroJerk-mean()-Y"	-0.0360438266155172
10	"LAYING"	"tBodyGyroJerk-mean()-Z"	-0.0555478608634483
10	"LAYING"	"tBodyGyroJerk-std()-X"	-0.54802876337931
10	"LAYING"	"tBodyGyroJerk-std()-Y"	-0.709670298862069
10	"LAYING"	"tBodyGyroJerk-std()-Z"	-0.58170767762069
10	"LAYING"	"tBodyAccMag-mean()"	-0.275470863289241
10	"LAYING"	"tBodyAccMag-std()"	-0.3282581335
10	"LAYING"	"tGravityAccMag-mean()"	-0.275470863289241
10	"LAYING"	"tGravityAccMag-std()"	-0.3282581335
10	"LAYING"	"tBodyAccJerkMag-mean()"	-0.410192354574138
10	"LAYING"	"tBodyAccJerkMag-std()"	-0.360538153224138
10	"LAYING"	"tBodyGyroMag-mean()"	-0.382660332724138
10	"LAYING"	"tBodyGyroMag-std()"	-0.509377765487931
10	"LAYING"	"tBodyGyroJerkMag-mean()"	-0.635303965862069
10	"LAYING"	"tBodyGyroJerkMag-std()"	-0.678593419310345
10	"LAYING"	"fBodyAcc-mean()-X"	-0.358069360086207
10	"LAYING"	"fBodyAcc-mean()-Y"	-0.205089774822414
10	"LAYING"	"fBodyAcc-mean()-Z"	-0.577441579172414
10	"LAYING"	"fBodyAcc-std()-X"	-0.320487997586207
10	"LAYING"	"fBodyAcc-std()-Y"	-0.219938376868966
10	"LAYING"	"fBodyAcc-std()-Z"	-0.490330708965517
10	"LAYING"	"fBodyAcc-meanFreq()-X"	-0.337216583344828
10	"LAYING"	"fBodyAcc-meanFreq()-Y"	-0.0352869710189655
10	"LAYING"	"fBodyAcc-meanFreq()-Z"	-0.0842681433482759
10	"LAYING"	"fBodyAccJerk-mean()-X"	-0.411190566498276
10	"LAYING"	"fBodyAccJerk-mean()-Y"	-0.333869059448276
10	"LAYING"	"fBodyAccJerk-mean()-Z"	-0.67229501517931
10	"LAYING"	"fBodyAccJerk-std()-X"	-0.386994037362069
10	"LAYING"	"fBodyAccJerk-std()-Y"	-0.303552526844828
10	"LAYING"	"fBodyAccJerk-std()-Z"	-0.727565532241379
10	"LAYING"	"fBodyAccJerk-meanFreq()-X"	-0.250058037202414
10	"LAYING"	"fBodyAccJerk-meanFreq()-Y"	-0.334305510931034
10	"LAYING"	"fBodyAccJerk-meanFreq()-Z"	-0.196088536293103
10	"LAYING"	"fBodyGyro-mean()-X"	-0.434575593431034
10	"LAYING"	"fBodyGyro-mean()-Y"	-0.581475714851724
